"","X","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_AIAN","C150_4_NHPI","C150_4_2MOR","C150_4_NRA","C150_4_UNKN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_completion_white_black","gap_completion_white_hisp","gap_completion_white_asian","gap_completion_white_aian","gap_completion_white_nhpi","gap_completion_white_2mor","gap_completion_white_nra","gap_completion_white_unkn","gap_earnings_high_low","gap_earnings_high_mid"
"3430",3430,"Johnson & Wales University-Providence",2,14467,5663,0.5837,0.5258,0.5593,0.6716,0.3333,NA,0,0.6429,0.5531,19133,20400,17500,34300,38700,42200,0.0579,0.0244,-0.0879,0.2504,NA,0.5837,-0.0592,0.0306,0.187203791469194,0.0829383886255924
"3431",3431,"New England Institute of Technology",2,16865,8775,0.5159,0.3051,0.4167,0.5,0.3333,NA,NA,0.4688,0.47,12999.5,13250,12000,35700,43000,45100,0.2108,0.0992,0.0159,0.1826,NA,NA,0.0471,0.0459000000000001,0.208425720620843,0.0465631929046563
"3432",3432,"New England Tractor Trailer Training School of Rhode Island",3,13777,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,6333,6333,6332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3433",3433,"Newport School of Hairdressing-Main Campus",3,6867,6546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3434",3434,"Providence College",2,24528,12912,0.8773,0.8182,0.814,0.8235,1,NA,0.7143,0.8095,0.8438,25000,28016.5,27000,50900,67300,66800,0.0590999999999999,0.0633,0.0538,-0.1227,NA,0.163,0.0678,0.0335,0.238023952095808,-0.00748502994011976
"3435",3435,"Rhode Island College",1,6297,7544,0.4335,0.3529,0.4511,0.375,1,NA,NA,1,0.3824,13405,15712,14429,37200,41400,43000,0.0806,-0.0176,0.0585,-0.5665,NA,NA,-0.5665,0.0511,0.134883720930233,0.0372093023255814
"3436",3436,"Community College of Rhode Island",1,2947,5916,NA,NA,NA,NA,NA,NA,NA,NA,NA,3305,4224.5,5500,30300,36600,40500,NA,NA,NA,NA,NA,NA,NA,NA,0.251851851851852,0.0962962962962963
"3437",3437,"University of Rhode Island",1,12695,8202,0.6163,0.4857,0.4316,0.5352,0.4,NA,NA,0.2381,0.5628,18580,19000,18149,45700,53200,56600,0.1306,0.1847,0.0810999999999999,0.2163,NA,NA,0.3782,0.0535,0.192579505300353,0.0600706713780919
"3438",3438,"Rhode Island School of Design",2,36379,23184,0.9231,0.7143,0.9048,0.9077,1,NA,0.8824,0.8413,0.7959,27000,26049,25500,47800,48500,48300,0.2088,0.0183,0.0154000000000001,-0.0769,NA,0.0407000000000001,0.0818,0.1272,0.010351966873706,-0.0041407867494824
"3439",3439,"Roger Williams University",2,20789,16533,0.6291,0.125,0.7419,0.6667,0,NA,0.65,0.4815,0.6175,18370,20606,21500,48000,48800,52000,0.5041,-0.1128,-0.0376,0.6291,NA,-0.0209,0.1476,0.0115999999999999,0.0769230769230769,0.0615384615384615
"3440",3440,"Salve Regina University",2,18905,8474,0.6856,0.7,0.7368,0.6,0.6667,NA,NA,0.5,0.617,27000,27000,26000,48800,48700,53000,-0.0144,-0.0512,0.0856,0.0189,NA,NA,0.1856,0.0686,0.0792452830188679,0.0811320754716981
"3441",3441,"St Joseph School of Nursing",2,11585,13252,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,20099,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442",3442,"Empire Beauty School-Warwick",3,9693,10383,NA,NA,NA,NA,NA,NA,NA,NA,NA,7917,9164,8907,20400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443",3443,"Northpoint Bible College",2,11024,3934,0.625,0.3333,0.2857,0,NA,NA,NA,NA,0,14500,18000,11625,26700,NA,NA,0.2917,0.3393,0.625,NA,NA,NA,NA,0.625,NA,NA
"3444",3444,"Aiken Technical College",1,3082,5247,NA,NA,NA,NA,NA,NA,NA,NA,NA,5324,5500,5500,27100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3445",3445,"Allen University",2,9347,5220,1,0.3118,1,NA,NA,NA,NA,NA,0.0667,14250,NA,NA,21000,NA,NA,0.6882,0,NA,NA,NA,NA,NA,0.9333,NA,NA
"3446",3446,"Anderson University",2,12871,5479,0.5606,0.2059,0.5556,0,NA,NA,NA,0.5,0.2,22000,20739,16200,32900,38100,39000,0.3547,0.005,0.5606,NA,NA,NA,0.0606,0.3606,0.156410256410256,0.0230769230769231
"3447",3447,"Charleston Southern University",2,11984,6179,0.4075,0.2383,0.3636,0,0.25,1,0.4444,0.5,0.2353,15000,14308,15382.5,36700,39700,41900,0.1692,0.0439,0.4075,0.1575,-0.5925,-0.0369,-0.0925,0.1722,0.124105011933174,0.0525059665871122
"3448",3448,"Technical College of the Lowcountry",1,2720,4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,4140,3500,26200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",3449,"Benedict College",2,10181,4074,0,0.3101,0.2857,NA,0,NA,NA,NA,0.4286,20000,21250,27000,22700,25300,28400,-0.3101,-0.2857,NA,0,NA,NA,NA,-0.4286,0.200704225352113,0.109154929577465
"3450",3450,"Bob Jones University",3,10190,6692,0.7429,0.1818,0.5333,0.5263,0.6667,0.5,0.5714,0.6452,0.3333,9850,13500,12000,NA,NA,NA,0.5611,0.2096,0.2166,0.0762,0.2429,0.1715,0.0977,0.4096,NA,NA
"3451",3451,"Southern Wesleyan University",2,12201,6302,0.5263,0.2778,1,0,NA,NA,NA,1,0.2857,20190,22087.5,19500,35600,43300,55900,0.2485,-0.4737,0.5263,NA,NA,NA,-0.4737,0.2406,0.363148479427549,0.225402504472272
"3452",3452,"Charleston Cosmetology Institute",3,9233,5238,NA,NA,NA,NA,NA,NA,NA,NA,NA,5230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453",3453,"College of Charleston",1,12765,8994,0.6645,0.7123,0.6136,0.6444,0.5,NA,NA,0.7368,0.6768,18750,16000,15000,43200,41900,48000,-0.0478000000000001,0.0508999999999999,0.0201,0.1645,NA,NA,-0.0723,-0.0123,0.1,0.127083333333333
"3454",3454,"Charzanne Beauty College",3,307,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3455",3455,"Northeastern Technical College",1,675,4622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456",3456,"Citadel Military College of South Carolina",1,10986,9361,0.7015,0.6038,0.6429,0.6429,0.8,NA,NA,0.8333,0.3333,16741,20500,19500,54600,53800,57200,0.0977,0.0586,0.0586,-0.0985,NA,NA,-0.1318,0.3682,0.0454545454545455,0.0594405594405594
"3457",3457,"Claflin University",2,10439,7699,0.8,0.4815,0.5714,NA,0.5,NA,0.3333,0.8889,0,21540,24243,20500,27800,32500,36900,0.3185,0.2286,NA,0.3,NA,0.4667,-0.0889,0.8,0.246612466124661,0.119241192411924
"3458",3458,"Clemson University",1,14109,11952,0.8408,0.6567,0.8,0.7797,0.8889,NA,NA,0.7143,0.7989,21282,20500,18750,52700,56000,57700,0.1841,0.0407999999999999,0.0611,-0.0481,NA,NA,0.1265,0.0418999999999999,0.0866551126516465,0.0294627383015598
"3459",3459,"Clinton College",2,4109,2925,NA,0.6531,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460",3460,"Coker College",2,11592,6067,0.5268,0.4242,0,0,1,NA,NA,1,NA,19334,18000,12406,28600,38100,43600,0.1026,0.5268,0.5268,-0.4732,NA,NA,-0.4732,NA,0.344036697247706,0.126146788990826
"3461",3461,"Columbia International University",2,10344,6594,0.7429,0.25,0,NA,NA,NA,0.5,1,0,12275,15500,15351.5,34000,30000,31800,0.4929,0.7429,NA,NA,NA,0.2429,-0.2571,0.7429,-0.0691823899371069,0.0566037735849057
"3462",3462,"Columbia College",2,11916,8566,0.5338,0.3725,0.5,0.5714,0,NA,1,0.5,0.5,20992.5,23540,19032,29500,34000,39500,0.1613,0.0338000000000001,-0.0376,0.5338,NA,-0.4662,0.0338000000000001,0.0338000000000001,0.253164556962025,0.139240506329114
"3463",3463,"Converse College",2,8503,6560,1,0.8571,1,1,1,NA,NA,1,0.2561,16000,19500,12000,30800,33000,34700,0.1429,0,0,0,NA,NA,0,0.7439,0.112391930835735,0.0489913544668588
"3464",3464,"Denmark Technical College",1,1084,2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3465",3465,"Erskine College",2,9095,7868,0.5094,0.8333,NA,NA,NA,NA,NA,0.75,0.3617,14750,18700,13000,NA,NA,40900,-0.3239,NA,NA,NA,NA,NA,-0.2406,0.1477,NA,NA
"3466",3466,"Florence-Darlington Technical College",1,2573,4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,6881,6000,5275,26300,32600,34900,NA,NA,NA,NA,NA,NA,NA,NA,0.246418338108883,0.0659025787965616
"3467",3467,"Forrest College",3,9421,4506,NA,NA,NA,NA,NA,NA,NA,NA,NA,10228,NA,NA,22100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468",3468,"Francis Marion University",1,5787,8702,0.3945,0.4169,0.1667,0.25,0.3636,NA,NA,0.4286,0.5714,20000,19788,16853.5,36700,37100,37600,-0.0224,0.2278,0.1445,0.0309,NA,NA,-0.0341,-0.1769,0.023936170212766,0.0132978723404255
"3469",3469,"Furman University",2,22158,18080,0.8581,0.7679,0.7273,0.6875,0.5,1,0.9231,0.75,0.75,27000,19876,19500,51500,54000,57200,0.0901999999999999,0.1308,0.1706,0.3581,-0.1419,-0.0650000000000001,0.1081,0.1081,0.0996503496503496,0.0559440559440559
"3470",3470,"Greenville Technical College",1,3086,5740,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,6500,29400,35800,38000,NA,NA,NA,NA,NA,NA,NA,NA,0.226315789473684,0.0578947368421053
"3471",3471,"Horry-Georgetown Technical College",1,3352,4362,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,8138,5500,27100,33300,36800,NA,NA,NA,NA,NA,NA,NA,NA,0.263586956521739,0.0951086956521739
"3472",3472,"Kenneth Shuler School of Cosmetology-North Augusta",3,10752,10618,NA,NA,NA,NA,NA,NA,NA,NA,NA,8003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473",3473,"Kenneth Shuler School of Cosmetology and Nails-Columbia",3,9652,11975,NA,NA,NA,NA,NA,NA,NA,NA,NA,6836,7068,5493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474",3474,"Lander University",1,5622,5161,0.4942,0.372,0.25,0,0.5,NA,NA,0.8333,0.2632,16225,16500,16562,34200,35800,37400,0.1222,0.2442,0.4942,-0.00580000000000003,NA,NA,-0.3391,0.231,0.0855614973262032,0.0427807486631016
"3475",3475,"Limestone College",2,11408,5196,0.269,0.2923,0.75,NA,NA,NA,NA,0.3077,0,16750,15000,12250,32400,43400,45200,-0.0233,-0.481,NA,NA,NA,NA,-0.0387,0.269,0.283185840707965,0.0398230088495575
"3476",3476,"Lenoir-Rhyne University-Lutheran Theological Southern Seminary",2,13013,20889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477",3477,"Medical University of South Carolina",1,16332,39537,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,13867,12500,124300,81100,86300,NA,NA,NA,NA,NA,NA,NA,NA,-0.440324449594438,0.0602549246813441
"3478",3478,"Midlands Technical College",1,3938,5260,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250,5500,5250,29100,34400,36700,NA,NA,NA,NA,NA,NA,NA,NA,0.20708446866485,0.0626702997275204
"3479",3479,"Morris College",2,10840,9093,0,0.3093,NA,NA,NA,NA,NA,NA,NA,11337.5,15500,12125,23600,25900,30500,-0.3093,NA,NA,NA,NA,NA,NA,NA,0.226229508196721,0.150819672131148
"3480",3480,"Newberry College",2,11014,6619,0.455,0.254,0.75,0.5,NA,NA,1,0.4444,0.1429,20000,21875,19230,29800,33500,37600,0.201,-0.295,-0.045,NA,NA,-0.545,0.0106,0.3121,0.207446808510638,0.109042553191489
"3481",3481,"North Greenville University",2,6921,5010,0.5609,0.4333,0.4,0.3333,1,NA,NA,1,0.197,9500,11697,12000,30700,31900,32000,0.1276,0.1609,0.2276,-0.4391,NA,NA,-0.4391,0.3639,0.040625,0.003125
"3482",3482,"Orangeburg Calhoun Technical College",1,2243,5640,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,5250,5500,26000,32500,34000,NA,NA,NA,NA,NA,NA,NA,NA,0.235294117647059,0.0441176470588235
"3483",3483,"Piedmont Technical College",1,2150,4113,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500,6250,4399,24700,32000,33300,NA,NA,NA,NA,NA,NA,NA,NA,0.258258258258258,0.039039039039039
"3484",3484,"Presbyterian College",2,15681,10008,0.6631,0.56,0.6667,0,0.5,NA,0.8,0.6667,0,14008,21200,19500,NA,NA,47500,0.1031,-0.00359999999999994,0.6631,0.1631,NA,-0.1369,-0.00359999999999994,0.6631,NA,NA
"3485",3485,"University of South Carolina-Aiken",1,5480,6588,0.3894,0.3558,0.4444,0.125,0.6,NA,NA,0,0.5625,13769.5,15077.5,11782,37600,41400,42800,0.0336,-0.055,0.2644,-0.2106,NA,NA,0.3894,-0.1731,0.121495327102804,0.0327102803738318
"3486",3486,"University of South Carolina-Beaufort",1,6769,6669,0.2585,0.3,0.2222,0.3333,0.25,NA,NA,0.5,0.125,10500,11425,8250,32700,34200,36400,-0.0415,0.0363,-0.0748,0.00850000000000001,NA,NA,-0.2415,0.1335,0.101648351648352,0.0604395604395604
"3487",3487,"University of South Carolina-Columbia",1,10577,10729,0.7382,0.7381,0.6164,0.6783,0.7273,NA,NA,0.5,0.7208,19750,19500,18250,49400,48400,51600,9.9999999999989e-05,0.1218,0.0599,0.0109,NA,NA,0.2382,0.0174,0.0426356589147287,0.062015503875969
"3488",3488,"University of South Carolina-Lancaster",1,2431,5936,NA,NA,NA,NA,NA,NA,NA,NA,NA,19750,19500,18250,49400,48400,51600,NA,NA,NA,NA,NA,NA,NA,NA,0.0426356589147287,0.062015503875969
"3489",3489,"University of South Carolina-Salkehatchie",1,2067,5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,6490,5500,6500,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490",3490,"University of South Carolina-Sumter",1,2435,5854,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500,6500,6500,29300,36800,40400,NA,NA,NA,NA,NA,NA,NA,NA,0.274752475247525,0.0891089108910891
"3491",3491,"University of South Carolina-Union",1,2227,5762,NA,NA,NA,NA,NA,NA,NA,NA,NA,6731,5500,5458.5,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492",3492,"Coastal Carolina University",1,11646,8475,0.4528,0.4508,0.3,0.4737,0.75,NA,NA,0.75,0.5833,15224,14893,12250,35100,39600,43900,0.002,0.1528,-0.0209,-0.2972,NA,NA,-0.2972,-0.1305,0.200455580865604,0.0979498861047836
"3493",3493,"South Carolina State University",1,9450,9363,0.3333,0.3842,0.2,0,0,NA,NA,0,0.5,19258,19900,18875.5,30400,32900,32500,-0.0509,0.1333,0.3333,0.3333,NA,NA,0.3333,-0.1667,0.0646153846153846,-0.0123076923076923
"3494",3494,"University of South Carolina-Upstate",1,5584,6624,0.3743,0.4194,0.4706,0.25,0,NA,NA,0.1905,0.4167,16251.5,15000,13910.5,37000,39200,41400,-0.0451,-0.0963,0.1243,0.3743,NA,NA,0.1838,-0.0424,0.106280193236715,0.0531400966183575
"3495",3495,"Sherman College of Straight Chiropractic",2,22653,10663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496",3496,"Spartanburg Methodist College",2,8452,3776,NA,NA,NA,NA,NA,NA,NA,NA,NA,6672.5,6600,6500,28900,31300,36600,NA,NA,NA,NA,NA,NA,NA,NA,0.210382513661202,0.144808743169399
"3497",3497,"Spartanburg Community College",1,3040,4572,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,3500,3500,25300,32000,35600,NA,NA,NA,NA,NA,NA,NA,NA,0.289325842696629,0.101123595505618
"3498",3498,"Central Carolina Technical College",1,2435,5742,NA,NA,NA,NA,NA,NA,NA,NA,NA,5040,4644.5,4535,26300,33500,34000,NA,NA,NA,NA,NA,NA,NA,NA,0.226470588235294,0.0147058823529412
"3499",3499,"Sumter Beauty College",3,8018,5498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3500",3500,"Tri-County Technical College",1,3239,5060,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,5500,5500,27400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501",3501,"Trident Technical College",1,3603,4529,NA,NA,NA,NA,NA,NA,NA,NA,NA,10129,9750,7000,30000,37900,40400,NA,NA,NA,NA,NA,NA,NA,NA,0.257425742574257,0.0618811881188119
"3502",3502,"Voorhees College",2,8211,7954,NA,0.3288,NA,NA,NA,NA,NA,NA,NA,12728.5,11650,14250,24600,33000,36100,NA,NA,NA,NA,NA,NA,NA,NA,0.318559556786704,0.0858725761772853
"3503",3503,"Williamsburg Technical College",1,846,4692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3504",3504,"Winthrop University",1,8451,8526,0.5188,0.5357,0.5,0.3,0.4,NA,NA,0.375,NA,20000,20532,19500,36000,38600,40100,-0.0168999999999999,0.0188,0.2188,0.1188,NA,NA,0.1438,NA,0.102244389027431,0.0374064837905237
"3505",3505,"Wofford College",2,15800,10695,0.7775,0.8636,0.5714,0.8333,NA,NA,1,0.75,0.5,16979,22000,20517.5,NA,NA,56500,-0.0861000000000001,0.2061,-0.0558000000000001,NA,NA,-0.2225,0.0275,0.2775,NA,NA
"3506",3506,"York Technical College",1,2658,4815,NA,NA,NA,NA,NA,NA,NA,NA,NA,5849.5,5000,4750,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3507",3507,"Augustana University",2,12544,10732,0.6818,1,0.25,0.2857,1,NA,0.5,0.5,NA,24750,25554,23250,40500,45000,47000,-0.3182,0.4318,0.3961,-0.3182,NA,0.1818,0.1818,NA,0.138297872340426,0.0425531914893617
"3508",3508,"Black Hills Beauty College",3,4049,5878,NA,NA,NA,NA,NA,NA,NA,NA,NA,6215,10645,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3509",3509,"Black Hills State University",1,6137,5968,0.3385,0.6667,0.2143,0.3333,0.1923,NA,NA,0.5,0.3143,13830,14500,11000,35700,37200,40700,-0.3282,0.1242,0.00520000000000004,0.1462,NA,NA,-0.1615,0.0242,0.122850122850123,0.085995085995086
"3510",3510,"Kilian Community College",2,6998,2946,NA,NA,NA,NA,NA,NA,NA,NA,NA,6334,NA,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3511",3511,"Dakota State University",1,7158,8374,0.4208,0,0,1,0,NA,0.5,0.5,0,11204.5,13000,10250,36400,41300,47200,0.4208,0.4208,-0.5792,0.4208,NA,-0.0792,-0.0792,0.4208,0.228813559322034,0.125
"3512",3512,"Dakota Wesleyan University",2,9594,5512,0.5116,0.25,0.2,0,0,0,0.5,0.3333,0,20688,23375,14918,34000,36900,40600,0.2616,0.3116,0.5116,0.5116,0.5116,0.0116000000000001,0.1783,0.5116,0.16256157635468,0.0911330049261084
"3513",3513,"Headlines Academy Inc",3,7274,3138,NA,NA,NA,NA,NA,NA,NA,NA,NA,7917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3514",3514,"Lake Area Technical Institute",1,2528,5615,NA,NA,NA,NA,NA,NA,NA,NA,NA,11538.5,12000,11465,35500,37300,37200,NA,NA,NA,NA,NA,NA,NA,NA,0.0456989247311828,-0.00268817204301075
"3515",3515,"Avera McKennan Hospital School of Radiologic Technology",2,1900,9227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3516",3516,"Mitchell Technical Institute",1,5632,6844,NA,NA,NA,NA,NA,NA,NA,NA,NA,11057.5,11895.5,9268.5,41500,41000,51000,NA,NA,NA,NA,NA,NA,NA,NA,0.186274509803922,0.196078431372549
"3517",3517,"Mount Marty College",2,9908,7255,0.56,0,0.25,0,0,NA,NA,NA,0.75,21000,21375,16158,34000,37800,38900,0.56,0.31,0.56,0.56,NA,NA,NA,-0.19,0.125964010282776,0.0282776349614396
"3518",3518,"National American University-Rapid City",3,13411,5067,0.2105,0,0,0,0,NA,NA,NA,NA,10626.5,16176.5,17500,30300,43300,56400,0.2105,0.2105,0.2105,0.2105,NA,NA,NA,NA,0.462765957446808,0.232269503546099
"3519",3519,"National American University-Sioux Falls",3,13965,2902,0.2727,0,NA,NA,0,NA,NA,NA,0,10626.5,16176.5,17500,30300,43300,56400,0.2727,NA,NA,0.2727,NA,NA,NA,0.2727,0.462765957446808,0.232269503546099
"3520",3520,"Sioux Falls Seminary",2,11909,7276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3521",3521,"Northern State University",1,5162,6889,0.4669,0.2222,0.4,0,0.125,0.5,0.2857,0.3333,0,11975,16123,11964,31700,38500,41500,0.2447,0.0669,0.4669,0.3419,-0.0331,0.1812,0.1336,0.4669,0.236144578313253,0.072289156626506
"3522",3522,"Oglala Lakota College",1,2345,7740,0.25,0,0,NA,0.1259,NA,NA,NA,NA,NA,NA,NA,20100,NA,NA,0.25,0.25,NA,0.1241,NA,NA,NA,NA,NA,NA
"3523",3523,"Presentation College",2,14077,5930,0.4918,NA,0,NA,0,NA,NA,NA,0.25,16373.5,12490,13000,31300,38800,46800,NA,0.4918,NA,0.4918,NA,NA,NA,0.2418,0.331196581196581,0.170940170940171
"3524",3524,"Avera Sacred Heart Hospital",2,624,5896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3525",3525,"South Dakota School of Mines and Technology",1,8909,10832,0.554,0.5,0.5,0.4,0.2857,NA,0.2857,0.6667,0.3333,12550,17000,12000,49400,56500,63600,0.054,0.054,0.154,0.2683,NA,0.2683,-0.1127,0.2207,0.223270440251572,0.111635220125786
"3526",3526,"South Dakota State University",1,7493,7951,0.5848,0.1538,0.3889,0.3889,0.2105,NA,0.3333,0.7,0.0909,14250,17145.5,14500,41600,45400,48100,0.431,0.1959,0.1959,0.3743,NA,0.2515,-0.1152,0.4939,0.135135135135135,0.0561330561330561
"3527",3527,"Sinte Gleska University",2,2741,4619,0.0769,NA,NA,NA,0.2414,NA,NA,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,NA,-0.1645,NA,NA,NA,NA,NA,NA
"3528",3528,"University of Sioux Falls",2,10931,6919,0.5345,0,0.4,0,1,NA,1,NA,NA,14332,17025,15331.5,32700,43000,43500,0.5345,0.1345,0.5345,-0.4655,NA,-0.4655,NA,NA,0.248275862068966,0.0114942528735632
"3529",3529,"Sanford Medical Center",2,875,4717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3530",3530,"Sisseton Wahpeton College",1,3358,3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3531",3531,"Southeast Technical Institute",1,5103,5192,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,11000,8250,34200,41100,40700,NA,NA,NA,NA,NA,NA,NA,NA,0.15970515970516,-0.00982800982800983
"3532",3532,"Stewart School",3,5345,4036,NA,NA,NA,NA,NA,NA,NA,NA,NA,5190.5,6710,7341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3533",3533,"University of South Dakota",1,7037,9166,0.5808,0.3529,0.5,0.4444,0.1364,NA,NA,0.2,0.5122,14500,16500,15500,48400,46000,45600,0.2279,0.0808,0.1364,0.4444,NA,NA,0.3808,0.0686,-0.0614035087719298,-0.0087719298245614
"3534",3534,"Western Dakota Technical Institute",1,5848,4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,9004,5500,32100,40400,36200,NA,NA,NA,NA,NA,NA,NA,NA,0.113259668508287,-0.116022099447514
"3535",3535,"American Baptist College",2,11034,1779,0,0.4444,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,-0.4444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3536",3536,"Aquinas College",2,13690,10033,0.2727,0,0.3333,NA,NA,NA,NA,NA,0,20500,20643.5,17750,39600,50500,66500,0.2727,-0.0606,NA,NA,NA,NA,NA,0.2727,0.404511278195489,0.240601503759398
"3537",3537,"Arnolds Beauty School",3,9032,4388,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3538",3538,"Tennessee College of Applied Technology-Athens",1,746,7278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3539",3539,"Austin Peay State University",1,5850,7338,0.3846,0.2968,0.4231,0.4348,0,NA,NA,0.375,0.3313,14089,14671.5,12324.5,34200,40400,40700,0.0878,-0.0385,-0.0502,0.3846,NA,NA,0.0096,0.0533,0.15970515970516,0.00737100737100737
"3540",3540,"Baptist Memorial College of Health Sciences",2,12827,9268,0.5,0.2857,0,0,NA,NA,0.3333,NA,1,21950,22708.5,18650,51200,56700,57400,0.2143,0.5,0.5,NA,NA,0.1667,NA,-0.5,0.10801393728223,0.0121951219512195
"3541",3541,"Belmont University",2,22886,9317,0.705,0.6207,0.5185,0.8421,1,1,0.8,0.75,0.4,18750,20055,18490,48600,46600,45700,0.0842999999999999,0.1865,-0.1371,-0.295,-0.295,-0.0950000000000001,-0.045,0.305,-0.0634573304157549,-0.0196936542669584
"3542",3542,"Bethel University",2,8685,6356,0.381,0.2414,0.3333,NA,NA,NA,0.5,0.5385,0.3636,12498.5,19700,20000,31800,44200,49300,0.1396,0.0477,NA,NA,NA,-0.119,-0.1575,0.0174,0.354969574036511,0.103448275862069
